,class,prob1,prob2
0001fcad137a1de9fd4f,1, 10.34, 89.66
0001f721af8aaad6d256,1, 11.90, 88.10
000171d6ba76e03f6e64,0, 99.67,  0.33
000188f426d62155d3a9,1,  6.12, 93.88
000169ed871001fa32b8,1,  5.37, 94.63
00017be8d759b040a998,1,  4.79, 95.21
00013b3ffa46fed43ac5,0, 99.67,  0.33
0001a5b80a2134cdfbbe,0, 99.52,  0.48
00014bed2e8022fbbf79,0, 98.42,  1.58
00012783ff049e9826bb,0, 97.89,  2.11
0001fe8528c4e8015ff7,0, 99.47,  0.53
00014872c8dc332dbd7d,0, 98.26,  1.74
0001dc2fe4079053081e,0, 98.53,  1.47
0001837a6aad360279ba,1, 12.62, 87.38
0001ebe714866d30a39a,0, 97.18,  2.82
0001271e74522c89606b,0, 98.33,  1.67
00011e926e078fcbc730,1,  9.13, 90.87
0001b08e1ce6e7f7c32b,1,  3.30, 96.70
00018b87d7ba453d0dd6,1,  0.36, 99.64
0001aa99ffedff840d52,0, 98.28,  1.72
0001fd2918dbf711e35b,0, 98.34,  1.66
0001c32bb3578c253651,0, 99.24,  0.76
0001e887da21aa38eecd,0, 97.05,  2.95
00012ea7b189d2b8654a,0, 98.94,  1.06
000164fd83c2fb76039b,1,  4.20, 95.80
0001a986386f5708b41a,0, 98.60,  1.40
0001ceaa9c2fc7967f1d,0, 98.72,  1.28
000153d7ece5880be3c9,0, 98.14,  1.86
0001e1458f77d1136814,0, 99.30,  0.70
0001274bc19f2003469b,0, 99.52,  0.48
000127803b1cd63f6ffa,0, 99.56,  0.44
00016c90cb4d7461c1b7,0, 99.36,  0.64
00019fe1de51d0b89afe,0, 97.26,  2.74
0001555ead84dc8dfb99,0, 98.08,  1.92
000109a0abee1cfc98bd,0, 98.84,  1.16
0001c249aaf036572341,0, 98.31,  1.69
00012fad5a213e60080c,0, 99.37,  0.63
0001f82abe6b2ac8eb4c,0, 96.42,  3.58
0001cd523b6be44634b1,0, 99.33,  0.67
0001b1de56b9a15d7e2c,0, 98.84,  1.16
0001945030e3f8fbfdae,0, 99.55,  0.45
000117ff5314517de6a4,0, 99.09,  0.91
0001ee4d682b8a827fdf,0, 98.93,  1.07
00017037c617e95834ef,0, 99.21,  0.79
000181e4d4b2e8391813,0, 99.34,  0.66
0001ae9bf42d8a634a57,0, 99.24,  0.76
00015fd955216ce81391,0, 98.69,  1.31
0001a34c7a931d91b0bc,0, 97.87,  2.13
0001fe44c919b97b0ded,0, 98.51,  1.49
00014e9b2a8d0b868ab7,0, 99.23,  0.77
0001c9b9026b18c46b54,1,  9.74, 90.26
00014f9587d3b000d823,1, 36.30, 63.70
00017d346d425ded1ddc,0, 96.83,  3.17
000192055fc85761427a,0, 99.25,  0.75
00011094528d6fa5533d,1,  5.69, 94.31
0001d6458bdc64a9052a,0, 98.83,  1.17
00017fbb2932b7628ad9,1,  3.62, 96.38
000191c48743039cccb8,0, 99.36,  0.64
00018e1b215da6d0fca6,1,  9.76, 90.24
0001796a8788156ff04f,0, 97.20,  2.80
00010b86d699a6739075,0, 97.79,  2.21
000156d0194c3ac26039,0, 98.77,  1.23
0001d542bc91124e00e8,1,  6.64, 93.36
00012d095f47d0d3ed89,1,  3.19, 96.81
00010affef95a99384a9,0, 99.42,  0.58
000185c839bb8066537b,1, 15.01, 84.99
0001ecaef2d70cad7ea7,1,  3.85, 96.15
00019d248ac313f9a1b8,1,  0.25, 99.75
0001a0b5227e591fd65d,0, 98.74,  1.26
00011523061f50e46013,1,  4.45, 95.55
00012192fb4957f87117,0, 98.20,  1.80
0001e9594f047d537f1e,0, 90.92,  9.08
0001cad5d7a0482456e4,0, 99.58,  0.42
00018005eec26448f66d,1,  3.32, 96.68
00010ea626d3efcf5a6f,1, 17.17, 82.83
0001ee19cdd39762566c,1,  3.84, 96.16
000171c3a6c93f2d4033,1,  2.98, 97.02
000125f932fde523c073,1,  6.13, 93.87
000190a91807cb59ee0e,0, 99.02,  0.98
000183c2e5ddf05b947f,0, 94.49,  5.51
0001e41d285e6d11a484,0, 80.29, 19.71
0001cba0c323fbc148ea,0, 96.37,  3.63
0001e6b78612d4a243b7,0, 99.02,  0.98
0001efddd3b8a872fa68,0, 94.66,  5.33
00017514d34bc6f9a4d3,0, 97.47,  2.53
0001b796f3400d40f669,0, 99.24,  0.76
00013ce41a051d7407da,1,  3.17, 96.83
00015fa84dff412a1264,0, 97.13,  2.87
0001dca4c4ad379f2de4,0, 97.66,  2.34
0001a66ac882e8b12894,0, 98.94,  1.06
0001865bceb88f904a4b,0, 96.73,  3.27
0001182ea5b0df9f267a,0, 98.09,  1.91
000106e9cb9b1b10c4d3,0, 99.47,  0.53
0001acc078ae6db487fd,0, 99.32,  0.68
0001953d90a4c3af8b0a,0, 99.45,  0.55
0001d58542808ebad9d9,0, 99.42,  0.58
0001c35d8ce8a57132da,0, 99.43,  0.57
00018e81af2729105837,0, 99.42,  0.58
00014088bcf8d04c93f8,1, 19.77, 80.23
0001060dc5d5324af461,0, 99.10,  0.90
0001b8b412918c1aacbd,0, 97.57,  2.43
0001d977fecc7d50b869,0, 98.70,  1.30
0001b2985c9f4e1f3858,0, 99.10,  0.90
0001267ba7137b9b816f,0, 99.25,  0.75
00015ac3dd65e6f94d4d,0, 99.01,  0.99
00013243c06482a2fdcd,0, 96.84,  3.16
0001ce49c4e5191a565c,0, 99.05,  0.95
0001dcef220ad34358fc,0, 99.36,  0.64
00014bb5edf56fc797f3,0, 98.99,  1.01
0001ed22c9f25824c51a,1, 25.22, 74.78
0001aebffe22010acda1,0, 92.99,  7.01
0001972dc271fc1032ee,1,  6.81, 93.19
0001fc10f3c0b46a0a69,0, 97.43,  2.57
000113e3f84f9b9d522a,0, 99.49,  0.51
0001ede5072d1afab728,1, 32.44, 67.56
0001dcf9a5b89beb811f,1, 17.89, 82.11
00013db50d13a2080d1a,0, 99.42,  0.58
0001f7bf054a15f67b15,0, 99.30,  0.70
0001f7c68bf636e93370,0, 95.89,  4.11
0001327465f300c6a19d,1, 12.33, 87.67
00017fdc087603bf569a,0, 99.08,  0.92
0001a1656559bcf542c1,0, 99.15,  0.85
00014d9c57cf32b82490,1, 13.28, 86.72
0001fd761ebd88440880,0, 99.42,  0.58
0001af9139774b21bedc,0, 99.46,  0.54
0001d5d83574258988a7,0, 99.51,  0.49
00017c3e69fb57759988,0, 99.46,  0.54
000193129791673d2af3,0, 99.24,  0.76
0001e003002deb867f86,0, 99.24,  0.76
0001f7294ce901d8b90e,1,  6.61, 93.39
00013ac45c7a186f108f,0, 98.09,  1.91
00011367a9bd48aad7f6,0, 98.43,  1.57
0001999b688b1cdb916f,0, 99.52,  0.48
000128f2cbe9c6f4ca72,0, 98.53,  1.47
00018e4b740bb930d44b,0, 99.41,  0.59
000149e3c77ffacae683,0, 99.68,  0.32
00019d23fc0b59bfd696,0, 96.12,  3.88
000117ef92d1df5e80c0,0, 98.09,  1.91
00015ec60577077ed0bb,1,  9.21, 90.79
0001b7f40dca29fe5695,1, 14.23, 85.77
000133edd648a4abeb8f,1,  8.74, 91.26
0001ed536d3b19ec4930,0, 98.96,  1.04
000169251c2a94c8bf61,0, 96.68,  3.32
00012a14bfde95d1e70d,0, 99.11,  0.89
0001b7b82214c77a2979,1, 29.14, 70.86
00013955d2d79c113415,0, 99.14,  0.86
0001e9dbd47ad5d9adc0,0, 99.04,  0.96
000112c57dd319b28ece,0, 99.55,  0.45
0001886e9ab5fced3035,0, 99.41,  0.59
0001062c9c7a91eede92,0, 99.52,  0.48
0001e6c1f12ef0c36f20,0, 99.59,  0.41
00014f2372ec17dd6b90,0, 99.50,  0.50
000121f795b225caa1a3,1, 17.43, 82.57
0001a6f2111b9ba78c62,0, 99.54,  0.46
000136aba3911878d9f1,1, 10.87, 89.13
0001e2488535c78609c0,0, 97.95,  2.05
0001e8ba75dedc8e159e,1, 65.00, 35.00
0001b5c992136bca908f,0, 98.15,  1.85
00015a41ba1857097bb1,0, 97.98,  2.02
00013e908fd70a435c41,1, 14.80, 85.20
00012b666a1e58790ac7,1, 16.17, 83.83
0001d714d09335c92062,0, 99.30,  0.70
0001e5dafb8cd28df251,1, 18.44, 81.56
000164ea6e7c32c5558d,1, 21.73, 78.27
0001e3176f1f3358d5e3,0, 99.62,  0.38
0001d7514c94ac123655,0, 97.94,  2.06
0001329ecde9f1d1d189,0, 98.01,  1.99
0001cb6782e9487cc406,0, 40.54, 59.46
00011912c4f2aa2035b4,1, 46.89, 53.11
00018d2283c9f97be6f9,1,  6.60, 93.40
0001c7d841610db552cb,1,  6.54, 93.46
0001c21372a81e5a4af9,1, 14.03, 85.97
0001218b3eb747d11a4b,1,  7.62, 92.38
0001c333a60359e68720,1,  2.07, 97.93
0001f9cdfad4156ac69e,0, 97.08,  2.92
0001edebeff276ec36ec,0, 98.50,  1.50
000101b39214efc9ba50,1,  2.40, 97.60
00018728898665c1b5db,0, 97.33,  2.67
0001567bb2a7d3206a22,0, 99.19,  0.81
0001f8cfd35fb7ffdb45,0, 96.21,  3.79
000137ddaf55fc47dc38,0, 98.65,  1.35
0001ab308c9cf39e86bc,0, 98.97,  1.03
0001da644c2b2c850ba0,1, 17.50, 82.50
000147dba14cd891869c,1,  5.48, 94.52
0001f454d5584fcfd7ed,0, 68.78, 31.22
000113db410b5864c6b6,0, 91.73,  8.27
0001919fc7c9992d9030,1, 33.52, 66.48
00012fb3309d28df5fa6,1, 24.13, 75.87
0001f15d449f40f799b8,0, 99.19,  0.81
00011cd2fb33f96ce56c,0, 96.99,  3.01
0001212da88139666d30,0, 99.17,  0.83
00010a523fedd0777546,0, 99.19,  0.81
0001bd17785155313b90,0, 99.60,  0.40
0001d12b135fabfd5ccc,0, 99.54,  0.46
00016dafb8c878f7876c,0, 99.68,  0.32
0001dda5043f69ac45ab,0, 99.24,  0.76
0001adedf48b3760cf09,0, 99.01,  0.99
00012c42a2d51fe4cf25,0, 98.94,  1.06
0001fd64472aa65b991c,0, 96.11,  3.89
00010a2e9e720a3dd930,0, 97.49,  2.51
0001b84c6c02c9af094f,0, 99.39,  0.61
0001773e8da5bdb20e8a,0, 99.70,  0.30
0001b2a4bd037f20fc40,0, 99.03,  0.97
0001e0a40c8770481b46,1,  6.03, 93.97
00013866754486d7501b,0, 94.81,  5.19
00011fc1c938dfab4575,0, 98.65,  1.35
000107f1e042eaa63ce7,0, 98.63,  1.37
0001fc4009fc27d91c59,0, 98.48,  1.52
0001bf0f4a42c350b02e,0, 97.72,  2.28
00019706a9e5e95162e0,1,  4.13, 95.87
0001e867b6bbc729c5c5,0, 98.34,  1.66
0001f3fc75e09faf39a4,1,  5.37, 94.63
0001916aebcbb4101840,0, 98.90,  1.10
0001b9b6589921e49819,0, 98.98,  1.02
000134af6f61d4bd771c,1,  9.60, 90.40
0001bce37613ea0a31ed,0, 97.92,  2.08
00011e7db941caa3bf81,1,  5.17, 94.83
0001c0f93cd7c8f0c434,0, 98.83,  1.17
00011b5b22a3668c482d,0, 98.85,  1.15
000116562fbafed2965c,1,  9.18, 90.82
0001903aa4c6f8ae8033,0, 99.37,  0.63
0001dae17fe5dcbb8bc3,0, 95.96,  4.04
000162a996ffd5f6ddc2,1,  8.46, 91.54
0001d51c9217be2ad2f7,1, 15.42, 84.58
000109018643a3f65d5f,1, 14.71, 85.29
000196b89387d32f19d7,1,  2.56, 97.44
00016ec8698f9a96c00a,0, 99.29,  0.71
000113acdd13a74d29d5,0, 99.23,  0.77
0001c33b3893fc92c47b,0, 99.26,  0.74
00012b586ed3e4409768,0, 99.46,  0.54
00014ae35dc3da2f3d9b,1, 27.22, 72.78
00017a1c1b09e65d6cf6,0, 95.51,  4.49
000144b4db56cbe403be,0, 99.01,  0.99
0001f39ecbd9311e6ff0,0, 99.26,  0.74
000139b36035ba784ece,0, 99.49,  0.51
0001c50bc4e797ebd71c,0, 99.60,  0.40
000142cb0ca938b587ac,0, 98.54,  1.46
0001433e467147d39005,0, 99.49,  0.51
0001afa4d33e72c7a106,0, 99.67,  0.33
0001e1fe03f4abef17e3,1,  3.85, 96.15
0001d65c3ffb3baea915,0, 99.58,  0.42
0001c533fcb28c1f8d80,0, 99.35,  0.65
0001a9dbd8f06be4abdf,0, 99.34,  0.66
0001a5f213bb426f2a5e,0, 99.55,  0.45
0001a3b5d0739c187dbb,0, 98.47,  1.53
00011b87d124493dc7e8,0, 98.63,  1.37
000166eabb4f6882f54c,0, 99.33,  0.67
0001a481f4ce284e0bf5,0, 99.62,  0.38
000157e8473f4ac119b9,0, 99.66,  0.34
00010eb476be51316a32,0, 92.35,  7.65
00017fa104d47752234a,0, 98.86,  1.14
0001192334b444443c7f,0, 99.38,  0.62
0001dc5af28309cfd895,0, 98.24,  1.76
0001f400a8618dd559e1,1,  0.85, 99.15
0001e6a7798117bf85cc,0, 86.41, 13.59
00011c694da239792c82,0, 99.68,  0.32
000151cbcbbbd4c86ad8,0, 99.61,  0.39
00019ca2b8af459375fe,0, 98.80,  1.20
0001390c25850bdb60e6,0, 99.45,  0.55
0001ab847b5b87dbbd82,0, 99.48,  0.52
0001921e8b1268f0945c,0, 99.44,  0.56
0001fbe43b254c8756b9,0, 99.12,  0.88
0001615363ea7c2539b6,0, 97.85,  2.15
00016d93ad8ec79ff8bc,0, 99.64,  0.36
0001fcea23c57921e7f6,0, 99.56,  0.44
0001d10556364e16f15e,0, 99.47,  0.53
00019082dd5ac4f481d9,1, 31.91, 68.09
0001ef7bea97399389c1,0, 99.16,  0.84
0001e80046e7831bc7ef,1,  2.90, 97.10
00017c407cbb34b0cfd8,0, 98.12,  1.88
0001dcfd5a803b90ada1,0, 99.55,  0.45
00010528273712fa1a10,1,  9.06, 90.94
0001ffc7e1b542cab9cb,1,  1.90, 98.10
0001ea5ef599b54d359e,0, 99.37,  0.63
00016b2052bced3f6ddc,0, 98.37,  1.63
00011b44d9d524a0ce69,0, 97.07,  2.93
0001d735723f9d785746,1,  5.19, 94.81
00013b62ed980d3522ce,1, 14.13, 85.87
0001114d0f5ed971968b,1, 11.26, 88.74
0001f7da9632b120db60,0, 99.22,  0.78
00012c7ebfc5633f548c,0, 89.78, 10.22
0001b7d302c283104d38,0, 98.63,  1.37
00019408d1ba7df61b22,1,  3.92, 96.08
00019f0012de047631ab,1,  1.28, 98.72
0001404ba1f6525e9f8b,1,  0.79, 99.21
0001599af4b31eefc482,1,  2.49, 97.51
000103ee534025817b04,0, 99.04,  0.96
0001e1ac4141add981f4,1, 14.34, 85.66
00019d2b1077d6fa2128,0, 99.33,  0.67
0001befaf608825e97ad,1, 22.65, 77.35
0001631791d49b772d74,1,  6.03, 93.97
0001299e7ec3105d2475,1,  1.58, 98.42
000192eccd24a13304c2,1, 15.95, 84.05
00017554c0acfe8d0ea7,1, 11.81, 88.19
00017efff7ebe4f3182d,1,  8.96, 91.04
0001906de270b8de52b2,0, 98.32,  1.68
0001cfb71fec1906c230,0, 98.87,  1.13
0001fdeeb393647857a0,1, 16.83, 83.17
0001d630b022e57fc313,1, 11.67, 88.33
0001bad16434bdcfc1ac,0, 99.38,  0.62
0001cee21b977f3a13cc,0, 99.34,  0.66
0001ddd20772fe74933e,1,  2.45, 97.55
00014a4ebb150d431ac8,0, 98.38,  1.62
00016f3bf0399ec660d5,1, 12.39, 87.61
0001365daa2e88e59a50,1,  8.75, 91.25
00018b0a6f219ce6089c,0, 98.27,  1.73
00013f0e39b71027840f,0, 99.16,  0.84
0001260ae31ec4e08f1d,0, 99.40,  0.60
0001255489d5d0d05bd5,0, 99.40,  0.60
00012ae8492e04d181c1,0, 99.07,  0.93
0001a55c66020defc0f7,1,  3.98, 96.02
00016c994afa16a1922c,0, 99.17,  0.83
000146cda5ec2e2b26dd,0, 89.83, 10.17
00012d29d7e9c615c73e,0, 99.28,  0.72
0001ddc4e9edbfbe1478,0, 99.55,  0.45
0001ff5d1f2999bc82db,0, 99.59,  0.41
000158ff0703e46416fe,0, 97.93,  2.07
0001a83a0b73a01fc3a2,0, 98.55,  1.45
0001fb54aed5205336b8,1, 40.15, 59.85
0001014f8e5e7e2ca05d,0, 93.28,  6.72
000140b62695991d5337,0, 97.86,  2.14
00018997a5e22eb1fdcd,0, 99.24,  0.76
000140a48fa3e5c68ceb,0, 99.61,  0.39
0001a692a4d9456c49d4,0, 97.61,  2.39
0001b2e2ce042f6af68c,0, 98.51,  1.49
0001c505884d0655a671,0, 99.42,  0.58
00014cf6bb4b573a0405,0, 99.51,  0.49
0001d317a436cd43489b,0, 99.37,  0.63
0001652d6f893e8da5de,1, 37.99, 62.01
00014af161d82e4240d0,0, 99.30,  0.70
0001cf207aa28a0c4ef8,0, 99.30,  0.70
00012fede386153e1b2d,0, 99.45,  0.55
0001bd7902380eea7b64,0, 99.68,  0.32
00014ecc0b67dcfef46c,0, 98.54,  1.46
000167298058c8349ccd,0, 99.68,  0.32
0001f2913757e825fdd2,0, 99.23,  0.77
0001e591e1bf6650427e,0, 92.55,  7.45
0001de1c57d82714b6bd,0, 96.95,  3.05
0001dce99ed9f883c402,0, 99.50,  0.50
0001c51315232199d714,0, 99.64,  0.36
0001f3a7a78e225e0c55,0, 96.78,  3.22
00017938febf9fdb7889,0, 99.57,  0.43
000192e6421a3a401242,1,  2.97, 97.03
0001be76130fcd86e763,0, 99.56,  0.44
0001ead8347182d56604,0, 99.10,  0.90
00016da8eadc5911301e,0, 99.49,  0.51
0001857c072eca99fdbe,0, 99.34,  0.66
00011d902ed67fbc5e20,0, 99.47,  0.53
00018afc7df2967feba8,0, 99.48,  0.52
0001b04af49bcdbcc3c0,1, 16.99, 83.01
000176a6e1d6acd90692,0, 99.44,  0.56
00012a75340596a250fe,0, 99.48,  0.52
0001ff95e6a86d8d20c3,0, 99.24,  0.76
0001c8739dfcfc3f764d,0, 99.48,  0.52
0001fd9727bec50827b0,0, 99.36,  0.64
00016c25060f0fe920e1,0, 99.38,  0.62
0001dd21794baef7e897,0, 99.26,  0.74
0001b1d47dd828d43333,1,  5.18, 94.82
00018a478020a7dabc3a,1,  1.80, 98.20
0001997d4733a1fece8f,1, 23.46, 76.54
00017751fbab70603dae,0, 66.92, 33.08
00017cde3e100ea104d1,0, 95.46,  4.54
0001b21a53af0a9f0af4,0, 95.93,  4.07
00017c8729211fa41267,0, 97.24,  2.76
00012dd2630a1acf5d41,0, 99.62,  0.38
00011e798efe6b539c82,0, 94.20,  5.80
0001c30ca6eae59e2832,0, 98.37,  1.63
00011408f9c779fda34b,0, 97.71,  2.29
0001891973f23038f2b3,0, 97.08,  2.92
0001bcc98e333aa036f6,0, 96.04,  3.96
0001216c154260382aef,0, 98.33,  1.67
00017f39e09f32bce6cd,1,  9.03, 90.97
0001a4ffb41d37e9bccd,1, 24.15, 75.85
0001cb656a0f5fb0fdbc,0, 70.89, 29.11
00010746212a5019398c,0, 94.49,  5.51
00013b538082bf4b795f,0, 98.61,  1.39
0001282c086bde1a3c2b,0, 99.33,  0.67
0001d41ee7083fe77ad9,0, 99.27,  0.73
0001ca12d12bcb352ed1,0, 96.98,  3.02
0001db18bd739b0d231b,0, 99.04,  0.96
00010a4d982cfab37b37,0, 99.14,  0.86
000168e2dbbc85d3a023,0, 98.79,  1.21
0001e88708741686a432,0, 99.02,  0.98
00015f2b6b63a3c0de87,0, 92.89,  7.11
0001291a646a0ca39b86,0, 98.37,  1.63
000100d6956fb2ef9d4a,0, 95.49,  4.51
00017d68e80bd260e1ca,1,  4.28, 95.72
00015ae7e135de21346b,0, 70.82, 29.18
00014e5e490b68dcda3a,0, 98.97,  1.03
00012acfca565ccf61e0,0, 98.90,  1.10
0001f01c1a9f9e1d9022,1,  6.01, 93.99
0001a6a67705549a9d1a,0, 97.63,  2.37
0001a8db884fc1a8fe43,0, 98.12,  1.88
00017a20627d5ccce282,0, 99.00,  1.00
0001b10cf6ce3ff06f26,0, 99.16,  0.84
00014658c66cc56a1d07,0, 99.49,  0.51
00013a89d7cdffc20bac,0, 99.10,  0.90
0001933ad90f33ad0522,0, 98.82,  1.18
0001c238a7f720c28652,0, 99.29,  0.71
000193c5f06fa4c84f3b,0, 98.11,  1.89
00015d7d20898e344360,0, 96.82,  3.18
0001be23fe67aa05143b,1,  6.86, 93.14
00014a54770261c5fcd6,1, 61.23, 38.77
000198c1ceef5eacb357,0, 98.80,  1.20
000107372f1ecc4b0290,0, 99.19,  0.81
0001d96d37fc5ea7c859,0, 98.54,  1.46
00013da0d04cce67c7f7,0, 98.98,  1.02
00019f5de240f15ac7d8,0, 98.48,  1.52
00019fbdd179787fd412,0, 99.54,  0.46
0001e5e1ffbeb2c4c468,0, 99.24,  0.76
000134bbef3eaa53bfbd,1,  8.40, 91.60
0001bc8b4c2c5d209103,0, 99.40,  0.60
00017105ac80054da1ce,0, 99.37,  0.63
0001811a76f224da87b7,1,  8.25, 91.75
000170dd012cf939a31a,0, 98.96,  1.04
0001424b0daaff8db849,0, 93.40,  6.60
000192d45ae46d2c74b1,1,  0.63, 99.37
0001c2e6741707f2bd58,1,  8.03, 91.97
0001a6d0abc8c9f23e1f,0, 99.39,  0.61
0001accbd816bf15a090,0, 99.11,  0.89
0001a83408d064d5234c,0, 98.39,  1.61
000191a90f46518aba92,0, 98.80,  1.20
0001ffd718d6ad19f3a0,1,  6.86, 93.14
0001e38fb04187779f7a,0, 98.40,  1.60
000125f57876a943243d,0, 87.85, 12.15
0001a1a3ca07c1336302,0, 99.49,  0.51
0001a6f3987a6b8ec3f9,1, 13.19, 86.81
00018c28eb89d151ec94,1, 12.29, 87.71
0001df740c66a7c1aa64,0, 99.13,  0.87
00011a9c44d22a1cfed5,0, 98.09,  1.91
0001f33ab31bf8f6cb55,0, 96.94,  3.06
0001f6b8ecb9b1c15cc7,1,  6.53, 93.47
000115b9c59e2a3b7bc9,0, 99.04,  0.96
0001d1544f17c7c52138,0, 99.51,  0.49
0001b09ce55391975736,0, 99.55,  0.45
0001aba8e1d07111ddde,1,  9.59, 90.41
00019f0378791acd2ebf,1, 11.16, 88.84
0001e51edc32697f64fe,1,  1.51, 98.49
0001eb6759d8f09ed7ba,1,  1.69, 98.31
0001c3b354f0766db046,0, 98.72,  1.28
00012e4ba1e8e8885ca7,0, 98.91,  1.09
0001125ef40597b472e7,0, 99.14,  0.86
00013a039bf1f735bef9,0, 99.23,  0.77
000143f5fc5a4347260d,1,  3.40, 96.60
0001a6cbf91ed271e30a,1, 13.94, 86.06
00014d7dc40770cd8fb1,0, 96.88,  3.12
000168623f712016f6f8,1, 34.52, 65.48
0001ef0ff33556eb869a,0, 98.37,  1.63
000104491b9584ea5489,0, 95.63,  4.37
0001038a136080448ddc,0, 97.82,  2.18
0001fa1e0fd0d3215388,0, 53.27, 46.73
0001acbba6d02a85467b,0, 98.23,  1.77
00014eb65acafb8bda4f,0, 98.01,  1.99
00015c8fd4fcaf0998bd,1, 33.81, 66.19
0001921557284ffae795,1, 22.17, 77.83
000138c93f19a709f03e,1, 21.20, 78.80
0001f35223181e4ee277,0, 99.19,  0.81
00011c4cb0d6ac36dcfc,0, 98.98,  1.02
000118453ce402f32e2e,0, 97.28,  2.72
000175ccdb1ba9ed4695,0, 98.87,  1.13
0001697af9a576b8bb4a,0, 99.30,  0.70
0001d0bb68a1a33a5d42,0, 99.40,  0.60
0001ef5438acba7dccf4,0, 99.24,  0.76
00014dcbb417f4f2b2c5,0, 99.41,  0.59
00010c39f6e469f43869,0, 99.08,  0.92
0001457489ccc8e2eb30,0, 97.75,  2.25
0001ac82f6dcb6be7cc5,0, 98.93,  1.07
00015dd18e73f0243cf3,0, 96.45,  3.55
000137aa127b3c09744b,1,  1.04, 98.96
0001836f582673e5a89f,0, 99.36,  0.64
0001701a8852207e81e5,0, 98.34,  1.66
000173cbbf953edf5622,0, 98.34,  1.66
0001911e54874c48f3cb,0, 99.58,  0.42
0001fa379a337cc61f5c,0, 99.40,  0.60
00012537783e3eee5c11,0, 98.91,  1.09
0001e5250b81e456d2ab,0, 98.36,  1.64
00013e9c555c1922f694,0, 98.31,  1.69
00014b29ab4dce8fd883,0, 98.61,  1.39
0001a155df0d99e9d330,0, 90.45,  9.55
00011c51d3fc9a462f8e,0, 98.93,  1.07
00017cb6a67f822f061b,1,  0.91, 99.09
0001b10ca01a60f0d109,1, 13.96, 86.04
0001a96d6704ce832c1d,0, 98.56,  1.44
0001fa001c4a24d6c5e6,0, 99.17,  0.83
0001da438c92294f4adb,0, 99.54,  0.46
0001da9b7696d22ce016,0, 99.34,  0.66
0001ffb7ee987720f177,0, 96.16,  3.84
00018a9b011ae2444082,1,  7.49, 92.51
0001a620739ea134767d,0, 99.24,  0.76
0001db6101f367dcee14,0, 99.38,  0.62
000196995aa0df6a749c,0, 94.56,  5.44
0001af42f6bf961bf66d,0, 98.58,  1.42
000162bff5806cd4419d,0, 99.20,  0.80
0001071d0d780f1001b0,0, 98.85,  1.15
0001b7ec092f61b7a5aa,0, 98.02,  1.98
00018a710dc00bef50b3,0, 98.01,  1.99
000148cd4bd95f3b82e6,0, 99.11,  0.89
00019346aa1f373b6353,0, 98.74,  1.26
0001013358dd386e3c54,0, 99.66,  0.34
00019e6b0258e6b770d9,0, 99.33,  0.67
000132dc0cb64e868473,0, 99.49,  0.51
000156fb25291c1bbacf,1, 13.73, 86.27
0001a38d2f90a033bc82,0, 99.50,  0.50
0001a9a3e5381d05725f,0, 99.57,  0.43
0001daa8d5202b72bd75,0, 99.66,  0.34
0001c76ee28b26f3c31a,0, 99.06,  0.94
00016f886afc5a96f446,0, 98.97,  1.03
0001070206460dcaf9cd,0, 99.36,  0.64
000183afe3a4de148537,0, 98.10,  1.90
00018d29b6137a1e9bef,0, 94.02,  5.98
0001dbe388248b21b8f5,0, 99.48,  0.52
0001613300e44f82acb6,0, 99.35,  0.65
000113ae875a0408ce2e,0, 99.25,  0.75
00019aaae0fe831e7904,0, 99.19,  0.81
0001bd9bf843804f8c4f,0, 99.42,  0.58
00017fc949bc10eb13da,0, 99.54,  0.46
00014c2eb0136533d8df,0, 99.52,  0.48
000180be6008bbe7ea59,0, 99.68,  0.32
000174cdf52a7f3e471e,1, 21.18, 78.82
00016d64940baec4da79,1, 28.70, 71.30
000112da5d8635a96f41,0, 99.46,  0.54
0001a45b29be78362d25,0, 99.53,  0.47
00012ce6c5f9c27c0f3f,0, 99.25,  0.75
00014861baf1161e5a1d,0, 99.66,  0.34
00018e56aff5ef2c35ef,0, 98.62,  1.38
0001493791b625f39302,0, 99.66,  0.34
00017e47369c1065065c,0, 99.17,  0.83
00013bdb5d90d1db9e80,0, 99.14,  0.86
0001abbce612163e0328,0, 99.44,  0.56
0001f53f9cf153a1eb11,0, 99.53,  0.47
0001d84aec5d0672fec4,0, 99.41,  0.59
0001bd6dd79dcc9dc408,1,  2.98, 97.02
0001983c001d515bcd73,1,  3.71, 96.29
00018e2de454e53c1b9f,0, 99.12,  0.88
00014daff4ede76b8a8d,0, 98.43,  1.57
0001abac9cc3cddb9b3f,0, 97.46,  2.54
00016780d1f54e3be45d,0, 87.45, 12.55
0001ab74a923ded31d30,0, 91.45,  8.55
0001a7b241b8f976e38f,0, 99.29,  0.71
0001a13ef37e66fda79d,0, 99.09,  0.91
0001a279607fb374d4f2,0, 99.54,  0.46
00010d42ed064fa25889,0, 99.51,  0.49
000196f32132289b17c0,0, 99.59,  0.41
00019cdb7423385f27a5,0, 91.63,  8.37
000176f7b141d5ad529b,0, 95.12,  4.88
00017e8dad297bd46882,0, 98.66,  1.34
00017132c3b60db5e28b,0, 99.06,  0.94
000158b8f8266b5ac12e,0, 94.08,  5.92
00016125959ca39022e4,0, 98.78,  1.22
0001c096b1166690e9d2,0, 99.03,  0.97
00018a37e0bf48b0d2f3,0, 99.31,  0.69
